,jobId,jt_skills,sea_skills
10,0001ef3f400eae9d7be03b7bfb6c7fc3c0aefe1b0929669555ab67a70d103950,"['Budgeting', 'Business Continuity Planning', 'Business Performance Management', 'Business Planning', 'Cargo Issuance and Dispatch', 'Cargo Receipt and Inspection', 'Cargo Tracking System Administration', 'Change Management', 'Conflict Management', 'Continuous Improvement Management', 'Contract Development and Management', 'Customer Relationship Management', 'Data Mining and Modelling', 'Delivery Management', 'Effectiveness Management', 'Emergency Response Management', 'Enterprise Risk Management', 'Freight and Cargo Claim Administration', 'Hazards and Risk Identification and Management', 'Import and Export Documentation Administration', 'Innovation Management', 'International Trade Legislation Compliance', 'Inventory Control', 'Learning and Development', 'Manpower Planning', 'Operations Risk Management', 'Order Fulfilment Administration', 'Organisational Analysis', 'Quality Assurance Management', 'Resource Management', 'Service Excellence', 'Solutions Design Thinking', 'Stakeholder Management', 'Strategy Planning', 'Systems Thinking Application', 'Technology Integration', 'Vendor Management']","['programming and coding', 'infection control', 'change management', 'stakeholder management', 'data engineering', 'facilitation', 'adaptability', 'communication']"
11,0001f803cff8b784a4aab09f585738a86d98a309e7b7deed7472ec9186043528,"['Account Management', 'Business Development', 'Business Needs Analysis', 'Business Negotiation', 'Business Performance Management', 'Data Analytics', 'Learning and Development', 'Networking', 'Problem Management', 'Product Management', 'Project Management', 'Stakeholder Management', 'Technical Sales Support']","['customer data analysis', 'programming and coding', 'big data analytics', 'software design', 'data and information management', 'communication']"
12,0002584eb557e4781994268217e9eddf2da0441cfe2ef65896c24d0afa98cd2c,"['Automation Design', 'Autonomous Logistics Design and Application', 'Business Continuity Management', 'Change Management', 'Contract Preparation, Evaluation, Negotiation and Tendering', 'Environmental Protection Management', 'Financial Management', 'Innovation Management', 'Logistics Solution Product/Project Management', 'Process Improvement and Optimisation', 'Public-Private-Individual Partnership Collaboration', 'Risk Management and Administration', 'Stakeholder Management', 'Strategy Planning', 'Supply Chain Solutioning/Modelling/Planning/Strategising', 'Technology Application', 'Technology Infrastructure Management and Integration', 'Warehousing / Cargo-related Occupational Health and Safety Management']","['quality assurance', 'project management']"
13,0002677b3c13fbbb63031ef0335d9ecffdb4446550e4c62bb67fb3e135090fa0,"['Account Management', 'Business Development', 'Business Needs Analysis', 'Business Negotiation', 'Business Performance Management', 'Data Analytics', 'Learning and Development', 'Networking', 'Problem Management', 'Product Management', 'Project Management', 'Stakeholder Management', 'Technical Sales Support']","['software design', 'resource management', 'excellence in service', 'facilitation', 'communication', 'self management']"
14,00027e9e07ffff0f8c24e45ab7928107c672fbe402ab9bc6dad9f3ef4b57f3e1,"['Budgeting', 'Business Data Analysis', 'Business Negotiation', 'Business Performance Management', 'Contract Development and Management', 'Corporate Governance', 'Customer Acquisition Management', 'Customer Behaviour Analysis', 'Customer Loyalty and Retention Strategy Formulation', 'Customer Relationship Management', 'Demand Analysis', 'Financial Management', 'Financial Planning and Analysis', 'Learning and Development', 'Manpower Planning', 'Market Research', 'Networking', 'Organisational Vision, Mission and Values Formulation', 'Proposal Writing', 'Resource Management', 'Sales Closure', 'Sales Target Management', 'Service Excellence', 'Stakeholder Management', 'Strategy Implementation', 'Strategy Planning', 'Succession Planning', 'Technology Application', 'Technology Scanning', 'Tourism and Economic Development']",['decision making']
15,0002faee1f836a82066f56e2ccc8a0dc07f87f96a9dcf9da80763d6660bca756,"['Audit Management', 'Continuous Process Improvement', 'Data Analytics System Design', 'Data Synthesis', 'Effectiveness Management', 'Electrostatic Discharge Control', 'Embedded Systems Integration', 'Emergency Management', 'Enterprise Risk Management', 'Factory System Management', 'Failure Analysis', 'Good Manufacturing Practices Implementation', 'Hazards and Risk Control, and Policy Management', 'Innovation Management', 'Internet of Things Management', 'Learning and Development', 'Manufacturing Process Management', 'Operation Management', 'Quality Systems Management', 'Report Writing', 'Solutioning', 'Technical Presentations', 'Workplace Safety and Health Practices Implementation']","['chemical processing', 'cleaning and sterilising']"
16,0002fdb5b63153bcb2c4a4027d7f84daded031699ebad768d89a2c454653bc9d,"['Business Acumen', 'Career Coaching', 'Career Framework Design', 'Competency Framework Development', 'Data Collection and Preparation', 'Data Governance', 'Diversity and Inclusion Management', 'Employee Communication Management', 'Financial Acumen', 'Human Resource Advisory', 'Human Resource Analytics and Insights', 'Human Resource Digitalisation', 'Human Resource Policies and Legislation Framework Management', 'Human Resource Practices Implementation', 'Human Resource Service Quality Management', 'Human Resource Strategy Formulation', 'Leadership Development', 'Learning Needs Analysis', 'Learning and Development Programme Management', 'Learning and Development Strategy', 'Operational Excellence', 'Organisational Change Management', 'Organisational Culture Development', 'Organisational Design', 'Organisational Diagnosis', 'Project Management', 'Risk Management', 'Skills Framework Adoption', 'Stakeholder Engagement and Management', 'Strategic Workforce Planning', 'Talent Capability Assessment', 'Technology Integration']","['team effectiveness management', 'effectiveness management', 'stakeholder management', 'collaboration', 'adaptability']"
17,000345df303f68b1eb017c65730029c44adbe9a107e4da2f48b6dd744a03e4bd,"['Applied Research and Development Management', 'Budget Management', 'Business Continuity Management', 'Business Networking Management', 'Business Planning Management', 'Change Management', 'Continuing Professional Development Management', 'Continuous Improvement Management', 'Environmental Management System Framework Development and Implementation', 'Innovation Management', 'Laboratory Data Reporting and Analysis Management', 'Laboratory Equipment Maintenance and Calibration Management', 'Laboratory Operations Management', 'Materials Qualification', 'Organisational Analysis Management', 'Organisational Resource Management', 'Process Development Management', 'Procurement Management', 'Product Design and Development', 'Product Testing Management', 'Sample Management', 'Staff Development Management', 'Staff Management', 'Strategic Service Excellence Management', 'Strategy Development and Implementation Management', 'Technical Presentation', 'Technical Services Management', 'Training, Coaching and Assessment Management', 'Workplace Safety and Health Framework Development and Implementation', 'Workplace Safety and Health Hazard Identification and Risk Control Management']",['communication']
18,000368196366ef658f985b61ce4dabadd8c1208ebbea5b03bc6d3a15179075b6,"['Big Data Analytics', 'Business Negotiation', 'Business Presentation Delivery', 'Business Proposal Writing', 'Change Management', 'Commissioning Coordination', 'Conflict Resolution', 'Continuous Quality Improvement', 'Contract Development and Management', 'Corporate Governance', 'Crisis Management', 'Emergency Response Management', 'Financial Budgeting', 'Financial Planning', 'Manpower Forecasting', 'Manufacturing Workflow Management', 'Marine Engineering Calculations', 'Naval Architecture Calculations', 'Operational Risk Management', 'Organisational Performance Management', 'Programme Management', 'Project Coordination', 'Project Feasibility Assessment', 'Project Quality Management', 'Project Risk Management', 'Quality Engineering Integration', 'Quality Systems Management', 'Service Excellence', 'Staff Performance Management', 'Stakeholder Management', 'Strategy Development', 'Technical Inspection', 'Technical Writing', 'Value Engineering', 'Vendor Management', 'Workplace Safety and Health Culture Development', 'Workplace Safety and Health Performance Management']","['collaboration', 'creative thinking', 'communication']"
19,00037322b72c6cea35ee54f3513251511511753c4e11e82f4362f71328c875f3,"['Artificial Intelligence Application', 'Asset Management', 'Aviation Legislation Compliance', 'Big Data Analytics', 'Budgeting', 'Business Continuity Planning', 'Business Negotiation', 'Business Opportunities Development', 'Business Performance Management', 'Carbon Footprint Management', 'Change Management', 'Condition-based Assets Monitoring Management', 'Continuous Process Improvement', 'Data Synthesis', 'Enterprise Database System Administration', 'Green Manufacturing Design and Implementation', 'Human Factors Application and Error Management', 'Innovation Management', 'Internet of Things Implementation', 'Knowledge Management', 'Lean Manufacturing', 'Mathematical Concepts Application', 'Production Planning', 'Project Management', 'Quality System Management', 'Robotics and Automation Application', 'Stakeholder Management', 'Supplier Management and Capability Development', 'Supply Chain Solutioning', 'Warehouse Inventory Control and Audit', 'Workplace Safety and Health Framework Development and Implementation']","['procurement', 'risk assessment', 'cost management', 'communication', 'self management', 'adaptability']"
20,0003b5d5d375f830c89c50118b56e3c19f62d5daa999cb0413d93a1eee5b070a,"['Audit Management', 'Case History Taking in Physiotherapy', 'Change Management', 'Client Advocacy', 'Client Assessment for Physiotherapy', 'Client Education in Rehabilitation Therapy', 'Clinical Governance', 'Clinical Incident Management in Rehabilitation Therapy', 'Clinical Records Documentation and Management in Rehabilitation Therapy', 'Clinical Services Development', 'Clinical Teaching and Supervision', 'Continuous Improvement Management', 'Development on Intervention Plan for Physiotherapy', 'Effective Client Communication', 'Environmental Assessment and Modification for Physiotherapy', 'Goal Setting in Rehabilitation Therapy', 'Group Therapy Planning and Implementation', 'Health Promotion', 'Individual and Cultural Diversity', 'Infection Control', 'Inter-professional Collaboration', 'Management of Stakeholders', 'People Management', 'Professional Consultation', 'Professional, Legal and Ethical Healthcare Practice', 'Programme Delivery', 'Project Management', 'Reflective Practice', 'Service Quality Management', 'Strategy Development', 'Therapeutic Equipment Prescription in Physiotherapy', 'Therapy Discharge Planning', 'Therapy Intervention Evaluation', 'Therapy Intervention Implementation', 'Workplace Violence']","['research', 'research data collection and management']"
21,0003c13260840611c739e225728ee52035a29a94481adf1d55f7e6b0eb99b7f7,"['Business Performance Management', 'Business Planning', 'Change Management', 'Conflict Management', 'Continuous Improvement Management', 'Contract Development and Management', 'Customer Relationship Management', 'Effectiveness Management', 'Innovation Management', 'International Trade Legislation Compliance', 'Learning and Development', 'Resource Management', 'Service Excellence', 'Stakeholder Management', 'Systems Thinking Application', 'Technology Integration']","['workplace safety and health for incident and accident investigation', 'workplace safety and health', 'risk assessment', 'valuation', 'communication']"
22,0003eacce80d192bacdbb21a9f615404945ae14611669549b72f1741a8f588e7,"['Bus Air-Conditioning Systems Maintenance', 'Bus Body Work Maintenance', 'Bus Brake Systems Maintenance', 'Bus Drivetrain Systems Maintenance', 'Bus Electrical and Electronic Systems Maintenance', 'Bus Engine System Maintenance', 'Bus Regulatory Compliance', 'Bus Steering and Suspension Systems Maintenance', 'Continuous Improvement Management', 'Data and Statistical Analytics', 'Equipment Maintenance and Housekeeping', 'Heavy Lifting Machinery Operation', 'Internet of Things Application', 'Report Writing', 'Robotics and Automation Application', 'Work at Heights', 'Workplace Safety and Health Culture Development', 'Workplace Safety and Health for Electrical Safety', 'Workplace Safety and Health for Fire Prevention and Fire Fighting', 'Workplace Safety and Health for Incident and Accident Investigation', 'Workplace and Facilities Safety Management']","['continuous improvement management', 'innovation', 'food science application', 'governance', 'engineering problem solving', 'technical services management', 'business agility', 'communication', 'collaboration', 'problem solving', 'decision making']"
23,0003f278d8f5f6e6951dfdf641f23522f9b80473343fcb26cf29c4c62fa834da,"['Adapt to Change', 'Business Continuity Management', 'Business Continuity Planning', 'Business Environment Analysis', 'Business Negotiation', 'Business Operational Planning', 'Business Opportunities Development', 'Business Performance Management', 'Business Relationship Building', 'Business Risk Assessment', 'Compliance with Legal Regulations', 'Conflict Management', 'Corporate Governance', 'Crisis Management', 'Customer Experience Innovation', 'Customer Experience Management', 'Customer Loyalty', 'Customer Relationship Management Operations', 'Data Analytics', 'Data-Mining and Modelling', 'Drive Productivity and Innovation', 'Financial Analysis', 'Financial Budget Planning and Management', 'Food and Beverage Safety and Hygiene', 'Franchise Management', 'Functional Analysis', 'Idea Generation and Selection', 'Infographics and Data Visualisation', 'Intellectual Property Management', 'Interviewing', 'Inventory Control', 'Knowledge Management', 'Manage Change', 'Order Fulfilment and Returns Processing', 'Organisation Evaluation for Business Excellence', 'Organisational Alignment and Interdependency Analysis', 'Organisational Analysis', 'Organisational Planning and Target Setting', 'Organisational Relationship Building', 'Organisational Strategy Formulation', 'People Development', 'People and Relationship Management', 'Personal Effectiveness', 'Policy Implementation and Revision', 'Problem Identification', 'Process Improvement', 'Productivity Improvement', 'Products and Services Promotions', 'Property and Infrastructural Planning', 'Retailing and the Economy', 'Sales Target Management', 'Service Brand', 'Service Challenges', 'Service Excellence', 'Service Information and Results', 'Service Innovation', 'Service Innovation Culture', 'Service Leadership', 'Service Partnerships', 'Service Planning and Implementation', 'Staff Training Facilitation', 'Stakeholder Management', 'Store Facilities and Housekeeping', 'Store Security Policy', 'Systems Thinking Application', 'Vision Leadership', 'Workforce Diversity and Harmony', 'Workplace Communications', 'Workplace Safety and Health']","['sales management', 'cleaning and sterilising', 'critical thinking', 'business acumen', 'problem solving', 'decision making', 'creative thinking', 'communication']"
24,00043431db397624b4f4db90df5ce68e60bb25914412c17b8bbc7a47e34d6802,"['Business Continuity', 'Business Needs Analysis', 'Configuration Tracking', 'Cyber and Data Breach Incident Management', 'IT Asset Management', 'Infrastructure Support', 'Learning and Development', 'Network Administration and Maintenance', 'People and Performance Management', 'Performance Management', 'Problem Management', 'Process Improvement and Optimisation', 'Procurement', 'Project Management', 'Security Administration', 'Security Programme Management', 'Service Level Management', 'Stakeholder Management', 'Strategy Implementation', 'System Integration']","['security architecture', 'cybersecurity', 'information technology and network security', 'product management', 'network security', 'risk management', 'apply teamwork in the workplace', 'creative thinking']"
25,000441b39734ef611142990bbf6fee105ddba5fd74ab1bb600a539715c8b7af6,"['Data Analytics and Computational Modelling', 'Data Collection and Analysis', 'Data Governance', 'Data Mining and Modelling', 'Data Storytelling and Visualisation', 'Emerging Technology Synthesis', 'Ethical Culture', 'Programming and Coding', 'Project Management', 'Stakeholder Management']","['business insights', 'customer data analysis', 'data-mining and modelling', 'data design', 'big data analytics', 'documentation', 'project management', 'technical writing', 'automation research and implementation', 'creative storytelling', 'business requirements mapping', 'problem solving', 'communication', 'collaboration']"
26,00044f25686f02ec460a080cb2fe6329facd8ff6f013b5621be3490c5fbb39ff,"['Account Management', 'Budgeting', 'Business Development', 'Business Needs Analysis', 'Business Negotiation', 'Contract Management', 'Customer Experience Management', 'Data Analytics', 'Networking', 'Partnership Management', 'Pricing Strategy', 'Product Management', 'Sales Strategy', 'Stakeholder Management', 'Technical Sales Support']","['research', 'research and information synthesis', 'sales and business development', 'digital marketing management', 'big data analytics', 'account management', 'crisis management', 'business opportunities development', 'adaptability', 'problem solving', 'communication']"
27,0004a4effed38bdfc510297c1cb6616c400775186d0b09961382ca6d30f00752,"['Business Acumen', 'Data Governance', 'Diversity and Inclusion Management', 'Financial Acumen', 'Human Resource Advisory', 'Human Resource Analytics and Insights', 'Human Resource Digitalisation', 'Human Resource Policies and Legislation Framework Management', 'Human Resource Practices Implementation', 'Human Resource Service Quality Management', 'Human Resource Strategy Formulation', 'Human Resource Systems Management', 'Operational Excellence', 'Organisational Change Management', 'Organisational Culture Development', 'Organisational Design', 'Organisational Diagnosis', 'Organisational Strategy Development', 'Project Management', 'Risk Management', 'Skills Framework Adoption', 'Stakeholder Engagement and Management', 'Technology Integration']","['big data analytics', 'customer data analysis', 'research and information synthesis', 'business insights', 'it standards', 'idea generation and selection', 'process improvement', 'research', 'critical thinking', 'product development', 'problem solving', 'communication']"
28,0004bc4e8c030c5f02185ff8b1c55f4c30bf7dc375ede2fc1ec5799f9eb6492e,"['Adapt to Change', 'Business Continuity Management', 'Business Continuity Planning', 'Business Environment Analysis', 'Business Negotiation', 'Business Operational Planning', 'Business Opportunities Development', 'Business Performance Management', 'Business Relationship Building', 'Business Risk Assessment', 'Compliance with Legal Regulations', 'Conflict Management', 'Corporate Governance', 'Crisis Management', 'Customer Experience Innovation', 'Customer Experience Management', 'Customer Loyalty', 'Customer Relationship Management Operations', 'Data Analytics', 'Data-Mining and Modelling', 'Drive Productivity and Innovation', 'Financial Analysis', 'Financial Budget Planning and Management', 'Food and Beverage Safety and Hygiene', 'Franchise Management', 'Functional Analysis', 'Idea Generation and Selection', 'Infographics and Data Visualisation', 'Intellectual Property Management', 'Interviewing', 'Inventory Control', 'Knowledge Management', 'Manage Change', 'Order Fulfilment and Returns Processing', 'Organisation Evaluation for Business Excellence', 'Organisational Alignment and Interdependency Analysis', 'Organisational Analysis', 'Organisational Planning and Target Setting', 'Organisational Relationship Building', 'Organisational Strategy Formulation', 'People Development', 'People and Relationship Management', 'Personal Effectiveness', 'Policy Implementation and Revision', 'Problem Identification', 'Process Improvement', 'Productivity Improvement', 'Products and Services Promotions', 'Property and Infrastructural Planning', 'Retailing and the Economy', 'Sales Target Management', 'Service Brand', 'Service Challenges', 'Service Excellence', 'Service Information and Results', 'Service Innovation', 'Service Innovation Culture', 'Service Leadership', 'Service Partnerships', 'Service Planning and Implementation', 'Staff Training Facilitation', 'Stakeholder Management', 'Store Facilities and Housekeeping', 'Store Security Policy', 'Systems Thinking Application', 'Vision Leadership', 'Workforce Diversity and Harmony', 'Workplace Communications', 'Workplace Safety and Health']","['organisational change management', 'change management', 'content management', 'brand management', 'governance', 'crisis communication', 'communication']"
29,0004cd7b53e58c4fd6ddfd055096ab94432c0c6c73b6543c69c6dde39c8296a7,"['Change Management', 'Corporate Governance', 'Department Performance Management', 'Diversity Awareness and Management', 'Emergency Response and Crisis Management', 'Ethics, Values and Legislation', 'Financial Management', 'Manpower Planning', 'People Management', 'Quality and Audit Management', 'Risk Management', 'Social Sector Policy Influence', 'Stakeholder Management', 'Strategy Implementation', 'Strategy Planning', 'Trends Evaluation and Application', 'Workplace Safety and Health']","['training, coaching and assessment management', 'coaching and mentoring for educators', 'coaching and mentoring', 'mentoring for youths', 'youth development', 'staff continuous learning', 'communication']"
30,0004de263afca1cbe050a00af967ed5f70b40f585e28ab868a88351cd0a1ca5b,"['Brand Portfolio Management', 'Business Performance Management', 'Business Planning', 'Business Presentation Delivery', 'Change Management', 'Conflict Management', 'Continuous Improvement Management', 'Customer Acquisition Management', 'Customer Experience Management', 'Customer Relationship Management', 'Data Analytics', 'Data Mining and Modelling', 'Digital Marketing', 'E-Commerce Campaign Management', 'Effectiveness Management', 'Innovation Management', 'Learning and Development', 'Market Profiling', 'Market Research', 'Marketing Campaign Management', 'Networking', 'Resource Management', 'Service Excellence', 'Social Media Management', 'Solutions Design Thinking', 'Stakeholder Management', 'Systems Thinking Application', 'Technology Integration', 'Vendor Management', 'Website Design', 'Website Performance Management']","['marketing management', 'apply teamwork in the workplace', 'research']"
31,0005089032a6d991e4013f11c08258147e89b698c7de1ccbce3e0025affbe34f,"['Condition-based Assets Monitoring Management', 'Data and Statistical Analytics', 'Drainage, Plumbing and Sanitary Systems Maintenance', 'Equipment Maintenance and Housekeeping', 'Escalator and Travelator Maintenance', 'Fire Protection Systems Maintenance', 'Internet of Things Application', 'Lift Systems Maintenance', 'Platform Screen Door Maintenance', 'Rail Regulatory Compliance', 'Report Writing', 'Robotics and Automation Application', 'Station Air-Conditioning Systems Maintenance', 'Track Access Management', 'Vendor Management', 'Ventilation System Maintenance', 'Work at Heights', 'Workplace Safety and Health for Confined Spaces', 'Workplace Safety and Health for Electrical Safety', 'Workplace Safety and Health for Fire Prevention and Fire Fighting', 'Workplace Safety and Health for Incident and Accident Investigation', 'Workplace and Facilities Safety Management']",['communication']
32,0005204c3e36c66212972d7c7599c8a20ab23832801e3844dbe72864a71049ff,"['Aesthetic and Design Sensibility', 'Business Presentation Delivery', 'Conceptual Thinking', 'Critical Thinking', 'Cultural Sensitivity for Design', 'Data Analysis and Interpretation', 'Design Creation and Development', 'Design Sketching', 'Design Standards and Specification', 'Design Sustainability and Ethics Management', 'Design Thinking Practice', 'Digital and Physical Prototyping', 'Empathetic Design', 'Form Giving', 'Imagination and Exploration', 'Intellectual Property Management', 'Material Studies and Production Processes', 'Narrative Design', 'Product and Production Engineering', 'Systems Thinking', 'Technical Drawing', 'User Experience Design', 'Visual Communication']","['brand management', 'content strategy', 'infographics and data visualisation', 'creative thinking', 'adaptability', 'communication']"
33,000551d1bac87178674d9f967930c8cab132f665095323235562c9f9af15d945,"['Budgeting', 'Business Development', 'Business Needs Analysis', 'Business Negotiation', 'Contract Management', 'Customer Experience Management', 'Data Analytics', 'Market Research', 'Networking', 'Partnership Management', 'Sales Strategy', 'Stakeholder Management', 'Technical Sales Support']","['sales and business development', 'business opportunities development', 'business planning']"
